scientific_name,common_name,reserve_name,decimal_latitude,decimal_longitude,date_of_observation,plant_growth_form
Leontodon rhagadioloides,Hedypnois,Not in a reserve,-33.89757,151.02643,10/9/2022 0:00,herb (9)
Lepidium pseudohyssopifolium,,Kentucky Reserve,-33.928156,150.979715,17/1/2008 0:00,herb (8)
Lepidium pseudohyssopifolium,,Deepwater,-33.951541,150.975881,13/2/2008 0:00,herb (8)
Lepidium sp.,Peppercress,Walshaw Park,-33.901345,151.004631,1/5/2004 12:00,
Lepidosperma cf. laterale,,Lansdowne,-33.89297001,150.9768421,23/10/2024 12:00,
Lepidosperma concavum,Sandhill Sword-sedge,Not in a reserve,-33.95,151.016667,14/10/1992 0:00,graminoid (3); herb (4); tussock (1)
Lepidosperma concavum,Sandhill Sword-sedge,Not in a reserve,-33.981062,150.99961,22/6/1999 0:00,graminoid (3); herb (4); tussock (1)
Lepidosperma urophorum,,Not in a reserve,-33.929191,151.128771,27/2/2007 0:00,graminoid (4); herb (4); tussock (1)
Lepidosperma urophorum,,Not in a reserve,-33.929191,151.128771,27/2/2007 0:00,graminoid (4); herb (4); tussock (1)
Leptomeria laterale,Currant Bush,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Leptomeria sp.,Currant Bush,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Leptospermum arachnoides,,Not in a reserve,-33.976092,151.007833,14/12/2010 0:00,shrub (5)
Leptospermum arachnoides,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,shrub (5)
Leptospermum grandifolium,,Not in a reserve,-33.883333,150.983333,,shrub (6); tree (6)
Leptospermum lanigerum,,Salt Pan Reserve,-33.957833,151.040861,18/11/2016 0:00,shrub (7); tree (7)
Leptospermum polyanthum,,Not in a reserve,-33.979368,151.015177,2/3/2017 0:00,shrub (2); tree (2)
Leptospermum polygalifolium subsp. polygalifolium,,Alma Reserve,-33.963313,151.038039,1/5/2004 12:00,shrub (6); tree (3)
Leptospermum scoparium,Black Tea-tree,Not in a reserve,-33.933333,151.066667,20/10/1945 0:00,shrub (7); tree (2)
Leptospermum spp.,Teatree,Cox Reserve,-33.969139,151.021958,1/5/2004 12:00,
Leptospermum spp.,Teatree,Kelso Beach,-33.953352,150.98246,1/5/2004 12:00,
Lepyrodia sp.,Scaly Rush,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Leucopogon attenuatus,Grey Beard-heath,Not in a reserve,-33.972417,151.027911,10/10/2017 0:00,shrub (7)
Leucopogon exolasius,,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Leucopogon virgatus,,Not in a reserve,-33.883333,150.983333,20/8/1925 0:00,shrub (10)
Leucopogon virgatus,,Not in a reserve,-33.980758,150.999551,23/4/2009 0:00,shrub (10)
Ligustrum vulgare,European Privet,Not in a reserve,-33.97,151.04,4/5/2020 13:00,shrub (4)
Lindsaea microphylla,,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Lindsaea microphylla,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Linum usitatissimum,Field Flax,Not in a reserve,-33.954185,151.015397,26/10/2024 9:54,herb (6)
Liriope muscari,Big Blue Lilyturf,Not in a reserve,-33.889886,151.022479,28/3/2022 17:28,
Liriope muscari,Big Blue Lilyturf,Not in a reserve,-33.897527,151.026443,7/6/2023 9:44,
Litsea leefeana,Sycamore,Not in a reserve,-33.9152974,151.0509397,30/1/1941 0:00,tree (8)
Lobularia maritima,Sweet Alyssum,Not in a reserve,-33.961651,150.982111,24/11/2023 11:46,herb (7)
Lolium vulgare,Ryegrass,Roberts Road Reserve,-33.90619,151.065494,1/5/2004 12:00,
Lomandra fluviatilis,,Not in a reserve,-33.970898,151.026255,21/4/1999 0:00,herb (2)
Lomandra fluviatilis,,Not in a reserve,-33.977766,150.996904,3/4/2020 0:00,herb (2)
Lomandra micrantha,,East Hills Park,-33.964295,150.982435,8/9/2015 0:00,graminoid (1); herb (4); tussock (4)
Lomandra sp.,Mat-rush,Louisa,-33.905454,150.999701,1/5/2004 12:00,
Lomandra sp.,Mat-rush,Marion Reserve,-33.914839,151.010151,1/5/2004 12:00,
Lotus australis,Austral Trefoil,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Lupinus sp.,Lupin,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Luzula densiflora,,Not in a reserve,-33.940296,150.971796,11/11/2011 0:00,graminoid (5); herb (4); tussock (1)
Macadamia spp.,Macadamia,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Machaerina acuta,,Not in a reserve,-33.91509,151.084491,1893-10-01 00:00:00,graminoid (5); graminoid_not_tussock (1); herb (5); tussock (1)
Machaerina acuta,,Not in a reserve,-33.966667,151,21/9/1996 0:00,graminoid (5); graminoid_not_tussock (1); herb (5); tussock (1)
Machaerina articulata,,Not in a reserve,-33.943178,151.051703,16/8/2008 0:00,graminoid (2); herb (2)
Machaerina articulata,,Not in a reserve,-33.916667,151.116667,,graminoid (2); herb (2)
Macrozamia sp.,Burrawang,Bromley Reserve,-33.909247,151.053065,1/5/2004 12:00,
Macrozamia spiralis,,Carysfield,-33.902185,150.998468,1/5/2004 12:00,
Macrozamia spiralis,,Norfolk Reserve,-33.893604,151.062656,1/5/2004 12:00,
Manihot grahamii,,Not in a reserve,-33.910748,150.980376,11/4/2022 14:08,shrub (2); tree (2)
Medicago ericifolia,,Maluga Passive Pk,-33.894195,151.015561,1/5/2004 12:00,
Medicago lupulina,Black Medic,Maluga Passive Pk,-33.8936,151.015671,22/10/2021 16:50,herb (5)
Medicago sp.,,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Melichrus procumbens,,Not in a reserve,-33.91509,151.084491,1/7/1903 0:00,shrub (5)
Melichrus procumbens,,Not in a reserve,-33.972536,151.037905,14/12/2010 0:00,shrub (5)
Melilotus albus,Bokhara Clover,Not in a reserve,-33.87277,150.99963,26/8/2023 0:00,herb (5)
Melilotus albus,Bokhara Clover,Not in a reserve,-33.872768,150.999628,26/8/2023 11:16,herb (5)
Mentha diemenica,,Bellevue,-33.910942,150.998453,21/12/1998 0:00,herb (9)
Mentha diemenica,,Bellevue,-33.910937,150.998439,21/12/1998 0:00,herb (9)
Mesembryanthemum cordifolium,Heart-leaf Ice-plant,Not in a reserve,-33.940454,150.995817,20/3/2023 0:00,herb (3); shrub (3)
Microtis sp.,Onion Orchid,Walshaw Park,-33.901345,151.004631,1/5/2004 12:00,
Mirabilis jalapa,Marvel-of-peru,Not in a reserve,-33.91518,151.120589,19/3/2025 11:20,herb (7); shrub (1)
Mirbelia baueri,,Not in a reserve,-33.916667,151.05,3/7/1988 0:00,shrub (2)
Mirbelia speciosa,,Not in a reserve,-33.974188,151.008568,28/8/2021 17:32,shrub (4)
Mirbelia speciosa,,Not in a reserve,-33.976181,151.006643,11/8/2024 11:18,shrub (4)
Mitrasacme paludosa,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,herb (6)
Murraya koenigii,Murraya,Salt Pan Reserve,-33.95666,151.04056,21/9/2023 0:00,shrub (2)
Murraya koenigii,Murraya,Salt Pan Reserve,-33.956661,151.040558,21/9/2023 14:51,shrub (2)
Musa sp.,Banana,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Musa sp.,Banana,Little Salt Pan Creek Reserve,-33.96882,151.029014,1/5/2004 12:00,
Myoporum bateae,,Crest,-33.908539,150.99598,1/5/2004 12:00,
Myoporum boninense,,Not in a reserve,-33.939004,151.040532,4/4/2020 0:00,shrub (4)
Myriophyllum variifolium,,Not in a reserve,-33.933333,151.0175,18/10/2012 0:00,herb (6)
Najas tenuifolia,,Not in a reserve,-33.883333,150.983333,17/5/1992 0:00,herb (7)
Narcissus tazetta,Polyanthus Narcissus,Not in a reserve,-33.975716,151.024879,23/6/2023 14:30,geophyte (1); herb (5)
Neoregelia carolinae,,Not in a reserve,-33.881627,150.997191,5/7/2024 0:00,
Notelaea johnsonii,Veinless Mock-olive,Norfolk Reserve,-33.893288,151.06232,24/8/2022 0:00,shrub (2); tree (4)
Notelaea longifolia f. longifolia,,Lansdowne,-33.892571,150.975165,6/11/2014 0:00,tree (4)
Notelaea sp.,Native Olive,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Notelaea sp.,Native Olive,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Notelaea spp.,Native Olive,Roberts Road Reserve,-33.90619,151.065494,1/5/2004 12:00,
Notelaea venosa,Smooth Mock-olive,Lansdowne,-33.895313,150.973922,9/5/2024 16:01,shrub (4); tree (9)
Notothixos subaureus,Golden Mistletoe,Not in a reserve,-33.91509,151.084491,18/2/1905 0:00,shrub (7)
Nymphoides crenata,Wavy Marshwort,Not in a reserve,-33.916667,151.033333,,herb (8)
Nymphoides montana,Marshwort,Not in a reserve,-33.933333,151.0175,18/10/2012 0:00,herb (4)
Nymphoides spp.,,Amaroo,-33.908,150.982962,1/5/2004 12:00,
Nyssanthes erecta,,Lake Gillawarna Council Reserve,-33.90949128,150.9798222,6/11/2023 12:00,
Oenothera mollissima,,Not in a reserve,-33.943024,151.045731,22/10/2021 11:04,herb (5)
Olax stricta,,Picnic Point Reserve,-33.977563,150.996147,1/5/2004 12:00,
Olea africana ssp. africana,African Olive,Roberts Road Reserve,-33.90619,151.065494,1/5/2004 12:00,
Olearia elliptica,,Deepwater,-33.950022,150.975958,5/2/2014 0:00,shrub (7)
Onopordum sp.,,Walshaw Park,-33.901345,151.004631,1/5/2004 12:00,
Onopordum sp.,,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Ophioglossum lusitanicum ssp. coriaceum,Small Adder's-tongue,Dilke Reserve,-33.972867,151.035019,1/5/2004 12:00,
Oplismenus imbecilis,Creeping Beard Grass,Norfolk Reserve,-33.893604,151.062656,1/5/2004 12:00,
Opuntia leoglossa,Lion's Tongue,Not in a reserve,-33.9767,151.02803,26/5/2022 15:05,shrub (1)
Opuntia ssp.,Prickly Pear,Thornton,-33.907741,151.00142,1/5/2004 12:00,
Opuntia ssp.,Prickly Pear,Louisa,-33.905454,150.999701,1/5/2004 12:00,
Orianthera pusilla,,Deepwater,-33.949675,150.979911,2/9/2009 0:00,herb (6); subshrub (5)
Osteospermum moniliferum moniliferum,,Not in a reserve,-33.898508,151.033875,10/9/2023 12:58,
Ottelia ovalifolia,Swamp Lily,Newland Reserve,-33.938076,150.978967,1/5/2004 12:00,
Oxalis Pilbara,,Not in a reserve,-33.916541,151.10539,3/2/2024 16:52,
Oxalis chnoodes,,Not in a reserve,-33.90605,151.067873,1/12/2001 0:00,herb (7)
Palmeria scandens,,Not in a reserve,-33.92648,151.14578,1/5/2013 0:00,climber (3); climber_herbaceous (5); climber_woody (3)
Palmeria spp.,Palmeria,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Pandorea pandorana spp. pandorana,Wonga Vine,Little Salt Pan Creek Reserve,-33.96882,151.029014,1/5/2004 12:00,
Panicum decompositum,,Lansdowne,-33.896245,150.978391,1/5/2004 12:00,
Panicum gilvum,Pigeon Grass,Picnic Point Reserve,-33.977563,150.996147,1/5/2004 12:00,
Panicum sp.,Panic Grass,Manahan Reserve,-33.92033,151.006218,1/5/2004 12:00,
Papaver dubium,Long-headed Poppy,Not in a reserve,-33.88366,151.00992,8/11/2023 0:00,herb (5)
Papaver dubium,Long-headed Poppy,Not in a reserve,-33.88366,151.009917,8/11/2023 17:16,herb (5)
Pararchidendron pruinosum,Snow Wood,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Parrentucellia plebeia,Common Bartsia,Crest,-33.908539,150.99598,1/5/2004 12:00,
Parrentucellia plebeia,Common Bartsia,Bellevue,-33.910871,150.998776,1/5/2004 12:00,
Paspalidium caespitosum,,Not in a reserve,-33.966667,151,7/5/1994 0:00,graminoid (1); herb (1); tussock (3)
Paspalidium gracile,,Not in a reserve,-33.93623,151.11514,17/4/2013 0:00,graminoid (5); herb (4); tussock (3)
Paspalum notatum,Bahia Grass,Not in a reserve,-33.967961,151.020184,1/2/2024 8:27,graminoid (3); herb (3); tussock (2)
Paspalum paspalodes,,Ashford Reserve,-33.930003,150.984825,1/5/2004 12:00,
Passiflora mollissima,Banana Passionfruit,Lansdowne,-33.896245,150.978391,1/5/2004 12:00,
Patersonia sp.,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Persea americana,Avocado,Davies Road,-33.95565,151.04001,21/9/2023 0:00,tree (4)
Persea americana,Avocado,Davies Road,-33.955654,151.040014,21/9/2023 14:37,tree (4)
Persicaria chinensis,Chinese Knotweed,Not in a reserve,-33.977766,150.996904,3/4/2020 0:00,0
Persicaria orientalis,,Not in a reserve,-33.916667,151.116667,,herb (6)
Persicaria spp.,,Montgomery Reserve,-33.954794,151.020454,1/5/2004 12:00,
Persicaria spp.,,Ashford Reserve,-33.930003,150.984825,1/5/2004 12:00,
Persicaria subsessilis,,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Persoonia laurina subsp. intermedia,,Lansdowne,-33.9,150.97,15/11/1993 0:00,shrub (4)
Petrophile canescens,Conesticks,Not in a reserve,-33.91509,151.084491,1/11/1902 0:00,shrub (5)
Petrorhagia sp.,Tunicflower,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Phaius australis,Southern Swamp Orchid,Not in a reserve,-33.9,151,5/11/1947 0:00,herb (3)
Phaius australis,Southern Swamp Orchid,Not in a reserve,-33.9,151,12/10/1953 0:00,herb (3)
Philotheca buxifolia,,Not in a reserve,-33.941471,151.025258,24/3/2013 11:41,shrub (6)
Philotheca buxifolia,,Not in a reserve,-33.915194,151.003746,28/3/2015 14:21,shrub (6)
Philotheca buxifolia subsp. buxifolia,,Lansdowne,-33.895061,150.965992,6/4/2013 16:27,shrub (3)
Philotheca hispidula,,Not in a reserve,-33.974167,151.018611,21/8/2011 0:00,shrub (5)
Philotheca hispidula,,Not in a reserve,-33.977386,151.002546,27/8/2023 12:40,shrub (5)
Philotheca obovalis,,Not in a reserve,-33.9819638,151.0092739,20/11/1969 0:00,shrub (4)
Philotheca salsolifolia,,Not in a reserve,-33.97194,151.03287,12/11/2009 0:00,shrub (5)
Philotheca trachyphylla,Rock Waxflower,Not in a reserve,-33.91509,151.084491,1890-10-01 00:00:00,shrub (5); tree (6)
Phoenix dactylifera,,The Crest Reserve,-33.91092254,150.998445,6/11/2023 12:00,
Phormium tena,New Zealand Flax,Kelso Creek,-33.950301,150.984015,1/5/2004 12:00,
Phragmites spp.,Common Reed,Newland Reserve,-33.938076,150.978967,1/5/2004 12:00,
Phyllanthus pimelioides,,Richardson Reserve,-33.963555,151.027909,1/5/2004 12:00,
Phyllostachys sp.,Bamboo,Roma Reserve,-33.970703,151.033469,1/5/2004 12:00,
Phyllota grandiflora,,Not in a reserve,-33.971219,151.028823,14/12/2010 0:00,shrub (2)
Physalis angulata,Wild Gooseberry,Not in a reserve,-33.882142,151.009899,11/3/2025 14:00,herb (4); shrub (3)
Physalis spp.,,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Piper sarmentosum,,Not in a reserve,-33.882254,151.009076,21/2/2025 11:03,
Pittosporum labillardieri,Sweet Pittosporum,East Hills Park,-33.96446,150.982875,1/5/2004 12:00,
Plantago coronopus,,Not in a reserve,-33.972962,150.996914,21/12/2001 0:00,herb (7)
Plantago coronopus,,Not in a reserve,-33.916667,151.116667,,herb (7)
Plantago gaudichaudii,,"Lot 5, Prescot Parade Prescot Parade",-33.9447853,150.9769274,1/5/2004 12:00,herb (9)
Plantago gaudichaudii,,Not in a reserve,-33.891781,151.03223,7/4/2018 0:00,herb (9)
Plantago myosuros,,Not in a reserve,-33.935317,150.974913,11/11/2024 14:14,herb (2)
Platanus hispanica,,Not in a reserve,-33.93508,151.023087,18/3/2014 0:00,
Platysace sp.,Platysace,Alma Reserve,-33.963313,151.038039,1/5/2004 12:00,
Plectranthus sp.,Plectranthus,"Lot 5, Prescot Parade Prescot Parade",-33.9447853,150.9769274,1/5/2004 12:00,
Plumbago spp.,,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Plumbago zeylanica,Native Plumbago,Not in a reserve,-33.881627,150.997191,5/7/2024 0:00,herb (1); shrub (6)
Plumeria rubra,Frangipani,Not in a reserve,-33.916709,151.078032,22/10/2009 0:00,
Poa labillardierei var. labillardierei,,Lansdowne,-33.89297001,150.9768421,23/10/2024 12:00,graminoid (4); herb (2); tussock (5)
Poa spp.,"Poa, Meadow-grass",Manahan Reserve,-33.92033,151.006218,1/5/2004 12:00,
Podocarpus elatus,,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Podocarpus spinulosus,,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Podocarpus spinulosus,,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Podranea ricasoliana,,Lansdowne,-33.905388,150.979355,24/11/2023 11:16,climber_woody (1); shrub (1)
Pollia crispata,Pollia,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Pollia japonica,Pollia,Picnic Point Reserve,-33.977563,150.996147,1/5/2004 12:00,
Polycarpon sambucifolia,Four-leaf Allseed,East Hills Park,-33.96446,150.982875,1/5/2004 12:00,
Polygala japonica,,Lansdowne,-33.896245,150.978391,1/5/2004 12:00,
Polygala japonica,,Lansdowne,-33.900638,150.966746,22/10/2009 0:00,
Polygonum spp.,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Polyosma rigidiuscula,,Not in a reserve,-33.9152974,151.0509397,31/1/1941 0:00,shrub (1); tree (3)
Polypogon monspeliensis,Annual Beardgrass,Not in a reserve,-33.916667,151.116667,8/12/1912 0:00,graminoid (9); herb (6)
Polypogon sp.,Beard Grass,Amaroo,-33.908,150.982962,1/5/2004 12:00,
Polypogon viridis,Water Bent,Not in a reserve,-33.916667,151.133333,19/10/1934 0:00,graminoid (6); herb (5)
Polypogon viridis,Water Bent,Not in a reserve,-33.941825,151.050125,22/10/2021 11:56,graminoid (6); herb (5)
Populus deltoides,,Not in a reserve,-33.927738,151.138078,16/10/2022 15:09,tree (1)
Populus sp.,,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Poranthera corymbosa,,Not in a reserve,-33.916667,151.1,1886-09-27 00:00:00,shrub (6)
Poranthera ericifolia,,Not in a reserve,-33.972536,151.037905,14/12/2010 0:00,shrub (7)
Poranthera spp.,Poranthera,Kelso Beach,-33.953352,150.98246,1/5/2004 12:00,
Poranthera spp.,Poranthera,Lansdowne,-33.89297001,150.9768421,23/10/2024 12:00,
Portulaca grandiflora,,Not in a reserve,-33.877406,151.007449,25/3/2021 10:08,herb (2)
Potamogeton ochreatus,,Not in a reserve,-33.941617,151.049836,22/10/2021 11:51,herb (8)
Potamogeton ochreatus,,Not in a reserve,-33.9,151.016667,,herb (8)
Potamogeton suboblongus,Mānihi,Not in a reserve,-33.941811,151.050125,22/10/2021 11:56,
Potamogeton sulcatus,,Not in a reserve,-33.981667,151.011944,1/12/1953 0:00,herb (7)
Potentilla indica,Indian Strawberry,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,herb (4)
Potentilla indica,Indian Strawberry,Not in a reserve,-33.904998,151.108571,13/9/2015 15:09,herb (4)
Prasophyllum elatum,,Not in a reserve,-33.976824,151.00778,23/9/2019 7:55,herb (11)
Protasparagus plumoides,Asparagus Fern,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Prunus cerasifera,Purple-leaf Cherry-plum,Not in a reserve,-33.923562,151.150745,33:49.7,shrub (3); tree (6)
Prunus cerasifera,Purple-leaf Cherry-plum,Not in a reserve,-33.924142,151.149323,16:52.1,shrub (3); tree (6)
Prunus laurocerasus,Cherry-laurel,Not in a reserve,-33.947312,151.025295,31:10.7,shrub (4); tree (4)
Pseuderanthemum luteoalbum,,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Pteris tremula,,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Pterostylis ampliata,Large Autumn Greenhood,Not in a reserve,-33.91509,151.084491,1/4/1948 0:00,herb (2)
Pterostylis bicolor,,Not in a reserve,-33.91509,151.084491,20/9/1947 0:00,herb (6)
Pterostylis chaetophora,,Not in a reserve,-33.9,151,23/9/1947 0:00,herb (4)
Pterostylis chaetophora,,Not in a reserve,-33.9,151,24/10/1987 0:00,herb (4)
Pterostylis gibbosa,Illawarra Greenhood,Not in a reserve,-33.9,151,31/10/1994 0:00,herb (4)
Pterostylis grandiflora,,Not in a reserve,-33.916667,151.116667,,herb (7)
Pterostylis obtusa,,Crest,-33.908333,150.994444,8/4/1950 0:00,herb (4)
Pterostylis obtusa,,Not in a reserve,-33.9,151,23/4/1950 0:00,herb (4)
Pterostylis parviflora,,Crest,-33.908539,150.99598,1/5/2004 12:00,
Pterostylis spp.,Greenhood Orchid,Norfolk Reserve,-33.893604,151.062656,1/5/2004 12:00,
Pterostylis truncata,,Not in a reserve,-33.91509,151.084491,1/4/1948 0:00,herb (5)
Ptilanthelium deustum,,Carysfield,-33.902185,150.998468,1/5/2004 12:00,
Ptilotus seminudus,Rabbit-tails,Not in a reserve,-33.9152968,151.1342715,10/9/1980 0:00,herb (6)
Pultenaea mollis,,Not in a reserve,-33.979836,151.007121,3/6/1996 0:00,shrub (7)
Pultenaea paleacea,,Walshaw Park,-33.8996626,151.0044812,,shrub (5)
Pultenaea parviflora,,Carysfield,-33.900779,150.997595,11/2/1999 0:00,shrub (3)
Pultenaea parviflora,,Carysfield,-33.900784,150.997609,11/2/1999 0:00,shrub (3)
Pultenaea scabra,,Not in a reserve,-33.883333,150.983333,27/8/1925 0:00,shrub (10)
Pultenaea stipularis,,Not in a reserve,-33.916667,151.116667,,shrub (5)
Pyracantha fortuneana,Chinese Firethorn,Alma Reserve,-33.963313,151.038039,1/5/2004 12:00,
Pyrorchis nigricans,,Lansdowne,-33.9,150.983333,28/9/1952 0:00,herb (11)
Pyrrosia rupestris,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Pyrrosia spp.,Felt Fern,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Pyrus communis,Pear,Not in a reserve,-33.916667,151.1,19/10/1952 0:00,tree (4)
Pyrus communis,Pear,Not in a reserve,-33.95,151,18/10/1986 0:00,tree (4)
Quercus palustris,Pin Oak,East Hills Park,-33.96446,150.982875,1/5/2004 12:00,
Quercus sp.,Oak,Marion Reserve,-33.914839,151.010151,1/5/2004 12:00,
Quercus sp.,Oak,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Ranunculus sp.,,Louisa,-33.905454,150.999701,1/5/2004 12:00,
Rhinerrhiza divitiflora,Raspy Root Orchid,Lansdowne,-33.9,150.983333,,herb (3)
Rhytidosporum procumbens,,Not in a reserve,-33.889444,151.053056,23/8/1993 0:00,climber (1); shrub (8); subshrub (3)
Rhytidosporum procumbens,,East Hills Park,-33.96446,150.982875,1/5/2004 12:00,climber (1); shrub (8); subshrub (3)
Rhytidosporum spp.,,Lansdowne,-33.89421228,150.9778359,23/10/2024 12:00,
Rogiera amoena,,Not in a reserve,-33.917236,151.086272,4/9/2022 11:24,
Rothmannia globosa,,Crest,-33.90986,150.99591,27/6/2023 0:00,
Rothmannia globosa,,Crest,-33.909855,150.995911,27/6/2023 12:42,
Rubus laudatus,Blackberry,Not in a reserve,-33.927581,151.13862,19/11/2022 10:45,shrub (4)
Rubus rosifolius,Rose-leaf Bramble,Bellevue,-33.910871,150.998776,1/5/2004 12:00,
Rubus sp.,,Marion Reserve,-33.914839,151.010151,1/5/2004 12:00,
Rubus vulgaris,Common Blackberry,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Rumex vesicarius,Bladder Dock,Prince Reserve,-33.9688296,151.0144817,25/4/2004 0:00,herb (6)
Ruppia maritima,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Russelia equisetiformis,Coral Bush,Not in a reserve,-33.881627,150.997191,5/7/2024 0:00,subshrub (1)
Rytidosperma pallidum,,Not in a reserve,-33.971963,151.012334,17/2/2010 0:00,graminoid (2); herb (5); tussock (5)
Rytidosperma pallidum,,Not in a reserve,-33.891781,151.03223,7/4/2018 0:00,graminoid (2); herb (5); tussock (5)
Rytidosperma semiannulare,,Not in a reserve,-33.933333,151.083333,6/11/1939 0:00,graminoid (3); herb (5); tussock (4)
Rytidosperma semiannulare,,Not in a reserve,-33.916667,151.033333,13/2/1996 0:00,graminoid (3); herb (5); tussock (4)
Saccharum officinarum,Sugarcane,Alma Reserve,-33.963313,151.038039,1/5/2004 12:00,graminoid (1); herb (1); tussock (2)
Saccharum officinarum,Sugarcane,Not in a reserve,-33.917913,151.116308,4/4/2018 0:00,graminoid (1); herb (1); tussock (2)
Sagina apetala,Common Pearlwort,Not in a reserve,-33.896431,151.018295,10/9/2023 11:26,herb (9)
Sagina apetala,Common Pearlwort,Not in a reserve,-33.902206,150.980058,2/10/2023 11:50,herb (9)
Salix cinerea,Grey Sallow,Not in a reserve,-33.91,150.99,22/11/2021 0:00,shrub (6); tree (7)
Salix cinerea,Grey Sallow,Not in a reserve,-33.91,150.99,22/11/2021 0:00,shrub (6); tree (7)
Salvia leucantha,,Lansdowne,-33.901127,150.968,27/1/2022 10:23,
Sambucus australasica,,Not in a reserve,-33.966667,151,19/8/1990 0:00,shrub (6); tree (2)
Sansevieria trifasciata,,Amberdale Reserve,-33.972098,151.0034,1/5/2004 12:00,
Santalum obtusifolium,,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Santalum obtusifolium,,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Sarcochilus falcatus,,Lansdowne,-33.9,150.983333,19/10/1955 0:00,herb (5)
Sarcochilus hartmannii,Hartman's Sarcochilus,Not in a reserve,-33.9,151,19/10/1955 0:00,herb (4)
Sarcochilus hartmannii,Hartman's Sarcochilus,Not in a reserve,-33.9,151,19/10/1955 0:00,herb (4)
Scefflera actinophylla,Umbrella Tree,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Schinus acreira,Brazilian Peppertree,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Schizomeria ovata,,Not in a reserve,-33.97441,151.037028,28/5/2009 0:00,shrub (1); tree (9)
Schoenoplectiella erecta,Soft Club-sedge,Not in a reserve,-33.933333,150.983333,22/1/1989 0:00,graminoid (3); herb (2)
Schoenoplectus mucronatus,Bog Bulrush,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Schoenoplectus spp.,,Newland Reserve,-33.938076,150.978967,1/5/2004 12:00,
Schoenoplectus subulatus,,Not in a reserve,-33.916667,151.116667,,graminoid (5); graminoid_not_tussock (2); herb (4)
Schoenoplectus subulatus,,Not in a reserve,-33.916667,151.116667,,graminoid (5); graminoid_not_tussock (2); herb (4)
Schoenus lepidosperma,,Not in a reserve,-33.91509,151.084491,1893-11-01 00:00:00,graminoid (4); graminoid_not_tussock (2); herb (3)
Schoenus moorei,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,graminoid (3); herb (2); tussock (1)
Schoenus nitens,,Not in a reserve,-33.95,151.016667,19/9/1991 0:00,graminoid (5); graminoid_not_tussock (1); herb (7)
Schoenus validus,Club-rush,Lansdowne,-33.896245,150.978391,1/5/2004 12:00,
Scirpus spp.,,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Scirpus spp.,,Amaroo,-33.908,150.982962,1/5/2004 12:00,
Scleria mackaviensis,,Lansdowne,-33.900035,150.980159,7/3/2008 0:00,graminoid (2); herb (1); tussock (1)
Scleria mackaviensis,,Not in a reserve,-33.971219,151.028823,14/12/2010 0:00,graminoid (2); herb (1); tussock (1)
