old_location_name,genus,species,Family,vernacular_name,class,rare_endangered,local_rare_endangered,exotic,year,decimal_longitude,decimal_latitude,reserve_name
Cox's Creek,Eurystomus,orientalis,Coraciidae,Dollarbird,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Falco,berigora,Falconidae,Brown falcon,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Falco,cenchroides cenchroides,Falconidae,Nankeen kestrel,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Falco,longipennis,Falconidae,Australian hobby,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Falco,peregrinus,Falconidae,Peregrine falcon,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Felis,catus,Felidae,Cat,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Furina,diadema,Elapidae,Red-naped snake,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Gerygone,mouki,Acanthizidae,Brown gerygone,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Hirundapus,caudacutus,Apodidae,White-throated needletail,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Hirundo,nigricans,Hirundinidae,Tree martin,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Lampropholis,delicata,Scincidae,Dark-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Lampropholis,guichenoti,Scincidae,Pale-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Lepus,capensis occidentalis,Leporidae,Brown hare,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Lichenostomus,chrysops,,Yellow-faced honeyeater,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Limnodynastes,dumerilii,Limnodynastidae,Eastern banjo frog,Amphibia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Limnodynastes,peronii,Limnodynastidae,Brown-striped frog,Amphibia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Limnodynastes,tasmaniensis,Limnodynastidae,Spotted grass frog,Amphibia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Litoria,aurea,Hylidae,Green and golden bell frog,Amphibia,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Litoria,peronii,Hylidae,Peron's tree frog,Amphibia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Lonchura,punctulata,Estrildidae,Nutmeg mannikin,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Megalurus,gramineus,,Little grassbird,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Miniopterus,schreibersii,,Common bentwing-bat,Mammalia,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Mormopterus,sp.1,,Freetail bat,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Ninox,novaeseelandiae,Strigidae,Southern boobook,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Nyctinomus,australis,,White-striped freetail-bat,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Oriolus,sagittatus,Oriolidae,Olive-backed oriole,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Oryctolagus,cuniculus,Leporidae,Rabbit,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pachycephala,pectoralis,Pachycephalidae,Golden whistler,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pardalotus,striatus,Pardalotidae,Striated pardalote,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Phalacrocorax,melanoleucos,Phalacrocoracidae,Little pied cormorant,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Phylidonyris,novaehollandiae,Meliphagidae,New holland honeyeater,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Platalea,regia,Threskiornithidae,Royal spoonbill,Aves,TRUE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Platycercus,elegans,Psittacidae,Crimson rosella,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Platycercus,eximius,Psittacidae,Eastern rosella,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pseudechis,porphyriacus,Elapidae,Red-bellied black snake,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pteropus,poliocephalus,Pteropodidae,Grey-headed flying-fox,Mammalia,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pteropus,scapulatus,Pteropodidae,Little red flying-fox,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pycnonotus,jocosus,Pycnonotidae,Red-whiskered bulbul,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Pygopus,lepidopodus,Pygopodidae,Common scaly-foot,Reptilia,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Rattus,rattus,Muridae,Black rat,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Rhipidura,fuliginosa,Rhipiduridae,Grey fantail,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Saproscincus,mustelinus,Scincidae,Weasel skink,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Scotorepens,orion,Vespertilionidae,Eastern broad-nosed bat,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Tachybaptus,novaehollandiae,Podicipedidae,Australasian grebe,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Taeniopygia,bichenovii,Estrildidae,Double-barred finch,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Taeniopygia,guttata,Estrildidae,Zebra finch,Aves,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Threskiornis,moluccus,Threskiornithidae,Australian white ibis,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Tiliqua,scincoides,Scincidae,Eastern blue-tongue,Reptilia,TRUE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Todiramphus,sanctus,Alcedinidae,Sacred kingfisher,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Trichoglossus,chlorolepidotus,Psittacidae,Scaly-breasted lorikeet,Aves,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Trichosurus,vulpecula,Phalangeridae,Common brushtail possum,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Turdus,merula,Turdidae,Eurasian blackbird,Aves,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Vermicella,annulata,Elapidae,Bandy-bandy,Reptilia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Vespadelus,vulturnus,Vespertilionidae,Little forest bat,Mammalia,FALSE,TRUE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Vulpes,vulpes,Canidae,Fox,Mammalia,FALSE,FALSE,TRUE,2004,151.021958,-33.969139,Cox Reserve
Cox's Creek,Zosterops,lateralis,Zosteropidae,Silvereye,Aves,FALSE,FALSE,FALSE,2004,151.021958,-33.969139,Cox Reserve
Daisy and Queen Streets,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Daisy and Queen Streets,Crinia,signifera,Myobatrachidae,Common eastern froglet,Amphibia,FALSE,FALSE,FALSE,2004,null,null,Not in a reserve
Daisy and Queen Streets,Dicaeum,hirundinaceum,Dicaeidae,Mistletoebird,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Daisy and Queen Streets,Lichenostomus,fuscus,,Fuscous honeyeater,Aves,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Daisy and Queen Streets,Limnodynastes,peronii,Limnodynastidae,Brown-striped frog,Amphibia,FALSE,TRUE,FALSE,2004,null,null,Not in a reserve
Davies Road,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Acanthopis,antarcticus,,Common death adder,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Anas,gracilis,Anatidae,Grey teal,Aves,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Butorides,striata,Ardeidae,Striated heron,Aves,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Carduelis,carduelis,Fringillidae,European goldfinch,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Columba,livia,Columbidae,Rock dove,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Coracina,novaehollandiae,Campephagidae,Black-faced cuckoo-shrike,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Corvus,coronoides,Corvidae,Australian raven,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Crinia,signifera,Myobatrachidae,Common eastern froglet,Amphibia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Cryptoblepharus,virgatus,Scincidae,Cream-striped shining-skink,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Ctenotus,taeniolatus,Scincidae,Copper-tailed skink,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Dacelo,novaeguineae,Alcedinidae,Laughing kookaburra,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Demansia,psammophis,Elapidae,Yellow-faced whip snake,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Dendrelaphis,punctulatus,Colubridae,Common tree snake,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Diplodactylus,vittatus,Diplodactylidae,Wood gecko,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Egretta,novaehollandiae,Ardeidae,White-faced heron,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Eolophus,roseicapilla,Cacatuidae,Galah,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Eulamprus,quoyii,Scincidae,Eastern water-skink,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Gallinula,tenebrosa,Rallidae,Dusky moorhen,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Grallina,cyanoleuca,Monarchidae,Magpie-lark,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Gymnorhina,tibicen,Artamidae,Australian magpie,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Hirundo,ariel,Hirundinidae,Fairy martin,Aves,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Hirundo,neoxena,Hirundinidae,Welcome swallow,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Lampropholis,delicata,Scincidae,Dark-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Lampropholis,guichenoti,Scincidae,Pale-flecked garden sunskink,Reptilia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Limnodynastes,dumerilii,Limnodynastidae,Eastern banjo frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Limnodynastes,peronii,Limnodynastidae,Brown-striped frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Limnodynastes,tasmaniensis,Limnodynastidae,Spotted grass frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Litoria,fallax,Hylidae,Eastern dwarf tree frog,Amphibia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Litoria,phyllochroa,Hylidae,Leaf-green tree frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Litoria,tyleri,Hylidae,Tyler's tree frog,Amphibia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Malurus,cyaneus,Maluridae,Superb fairy-wren,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Manorina,melanocephala,Meliphagidae,Noisy miner,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Megalurus,timoriensis,,Tawny grassbird,Aves,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Morelia,spilota,Pythonidae,Carpet python,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Neochmia,temporalis,Estrildidae,Red-browed finch,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Ocyphaps,lophotes,Columbidae,Crested pigeon,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Pardalotus,punctatus,Pardalotidae,Spotted pardalote,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Passer,domesticus,Passeridae,House sparrow,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Phalacrocorax,carbo,Phalacrocoracidae,Great cormorant,Aves,TRUE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Phyllurus,platurus,Carphodactylidae,Broad-tailed gecko,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Physignathus,lesueri complex,,Eastern water dragon,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Pseudechis,porphyriacus,Elapidae,Red-bellied black snake,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Ptilotula,penicillata,Meliphageae,White-plumed honeyeater,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Pycnonotus,jocosus,Pycnonotidae,Red-whiskered bulbul,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Ramphotyphlops,nigrescens,,Blind snake,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Rhipidura,leucophrys,Rhipiduridae,Willie wagtail,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Saiphos,equalis,Scincidae,Three-toed skink,Reptilia,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Saproscincus,mustelinus,Scincidae,Weasel skink,Reptilia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Sericornis,frontalis,Acanthizidae,White-browed scrubwren,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Spilopelia,chinensis,Columbidae,Spotted turtle-dove,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Strepera,graculina,Artamidae,Pied currawong,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Sturnus,vulgaris,Sturnidae,Common starling,Aves,FALSE,FALSE,TRUE,2004,151.039403,-33.955801,Davies Road
Davies Road,Threskiornis,moluccus,Threskiornithidae,Australian White ibis,Aves,FALSE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Tiliqua,scincoides,Scincidae,Eastern blue-tongue,Reptilia,TRUE,TRUE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Trichoglossus,haematodus,Psittacidae,Rainbow lorikeet,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Vanellus,miles,Charadriidae,Masked lapwing,Aves,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Davies Road,Varanus,varius,Varanidae,Lace monitor,Reptilia,FALSE,FALSE,FALSE,2004,151.039403,-33.955801,Davies Road
Deepwater,Acanthiza,chrysorrhoa,Acanthizidae,Yellow-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acanthiza,lineata,Acanthizidae,Striated thornbill,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acanthiza,pusilla,Acanthizidae,Brown thornbill,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acanthiza,reguloides,,Buff-rumped thornbill,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acanthorhynchus,tenuirostris,Meliphagidae,Eastern spinebill,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Accipiter,cirrocephalus,Accipitridae,Collared sparrowhawk,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Accipiter,fasciatus,Accipitridae,Brown goshawk,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Accipiter,novaehollandiae,Accipitridae,Grey goshawk,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acridotheres,tristis,Sturnidae,Common myna,Aves,FALSE,FALSE,TRUE,2004,150.976607,-33.949066,Deepwater
Deepwater,Acrocephalus,stentoreus,,Clamorous reed warbler,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Alcedo,azurea,,Azure kingfisher,Aves,TRUE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Alisterus,scapularis,Psittacidae,Australian king-parrot,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anas,castanea,Anatidae,Chestnut teal,Aves,TRUE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anas,gracilis,Anatidae,Grey teal,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anas,platyrhynchos,Anatidae,Mallard,Aves,FALSE,FALSE,TRUE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anas,superciliosa,Anatidae,Pacific black duck,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anhinga,melanogaster,,Darter,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Antechinus,stuartii,,Brown antechinus,Mammalia,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anthochaera,carunculata,Meliphagidae,Red wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anthochaera,chrysoptera,Meliphagidae,Little wattlebird,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Anthus,novaeseelandiae,Motacillidae,Australian pipit,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Apus,pacificus,,Fork-tailed swift,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Aquila,audax,Accipitridae,Wedge-tailed eagle,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Ardea,alba,Ardeidae,Great egret,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Ardea,ibis,Ardeidae,Cattle egret,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Ardea,intermedia,Ardeidae,Intermediate egret,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Ardea,pacifica,Ardeidae,White-necked heron,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Artamus,cyanopterus cyanopterus,Artamidae,Dusky woodswallow,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Artamus,leucorhynchus,,White-browed woodswallow,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Atrax,robustus,,Funnel-web spider,Arachnida,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Aythya,australis,Anatidae,Hardhead,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Biziura,lobata,Anatidae,Musk duck,Aves,TRUE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Botaurus,poiciloptilus,Ardeidae,Australasian bittern,Aves,TRUE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Butorides,striata,Ardeidae,Striated heron,Aves,FALSE,TRUE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Cacatua,galerita,Cacatuidae,Sulphur-crested cockatoo,Aves,FALSE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
Deepwater,Cacatua,sanguinea,Cacatuidae,Little corella,Aves,TRUE,FALSE,FALSE,2004,150.976607,-33.949066,Deepwater
